transportation_mode,commute_distance_km,flights_per_year,diet_type,meat_consumption_kg_per_month,electricity_usage_kwh,gas_usage_therms,water_usage_gallons,recycling_percentage,new_clothes_per_month,car_type,monthly_carbon_footprint_kg,household_size,vehicle_fuel_efficiency_km_per_l,renewable_energy_percentage,heating_fuel_type
private,49.251106412944964,5,omnivore,9.715917578815716,442.21974435204527,76.7295549019835,4498.256092712112,70.6720718693998,0.16173245989166363,electric,2812.3820704858986,4,18.5,67,Gas
private,7598.0,0,omnivore,0.0,0.0,0.0,0.0,"['Paper', 'Glass', 'Metal']",44.0,lpg,3590.0,4,9.7,49,
public,423.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Paper', 'Glass', 'Metal']",16.0,,2180.0,2,11.9,54,Electric
public,1054.0,0,pescatarian,0.0,0.0,0.0,0.0,['Glass'],36.0,,2322.0,3,11.6,70,Electric
walk/bicycle,76.0,0,omnivore,0.0,0.0,0.0,0.0,[],20.0,,3406.0,3,12.3,45,Electric
public,29.021255115238553,3,vegetarian,7.3676980040324285,167.72289679645561,8.89687255582099,4645.782384681057,67.80585578550557,5.636314760082484,none,1960.481793112781,3,9.9,86,Electric
private,3.607926711272824,2,vegetarian,9.122691378670027,234.56563642414804,15.593683904068346,3997.9867632630862,50.21771117503501,8.429303235955464,petrol,1814.850266128078,3,11.5,44,Gas
public,1220.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Paper', 'Metal']",35.0,,2440.0,3,10.8,73,Electric
public,809.0,0,vegetarian,0.0,0.0,0.0,0.0,[],39.0,,2315.0,3,10.9,62,Electric
walk/bicycle,38.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Plastic', 'Metal']",1.0,,1602.0,2,11.4,68,Electric
private,5501.0,0,omnivore,0.0,0.0,0.0,0.0,['Glass'],10.0,diesel,3357.0,3,12.0,40,
public,438.0,0,vegan,0.0,0.0,0.0,0.0,"['Paper', 'Glass', 'Metal']",22.0,,2268.0,2,10.7,63,Electric
public,287.0,0,vegan,0.0,0.0,0.0,0.0,['Glass'],30.0,,1902.0,2,10.9,60,Electric
private,4.493835438790494,2,omnivore,10.874018072073635,707.2738620653876,16.905161708209082,2967.457194577243,18.067980833147168,4.547420957866751,none,2155.7185911079205,3,12.0,26,Gas
walk/bicycle,47.0,0,omnivore,0.0,0.0,0.0,0.0,['Glass'],15.0,,3300.0,2,12.6,33,Electric
public,1637.0,0,vegetarian,0.0,0.0,0.0,0.0,['Plastic'],39.0,,1582.0,2,11.3,71,Electric
private,0.6787300044929556,2,omnivore,8.31280875822282,323.1341936392779,24.180879158099124,1352.3723479588664,40.110362093671185,1.0039195191254002,diesel,1185.5126973412882,2,14.7,47,Gas
private,90.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Plastic', 'Glass']",6.0,lpg,2640.0,2,11.4,59,
public,1582.0,0,omnivore,0.0,0.0,0.0,0.0,"['Plastic', 'Glass', 'Metal']",26.0,,1352.0,2,11.6,63,Electric
private,49.39585935368665,4,vegan,0.336332873537748,243.89148060971254,27.78764746325284,4921.055177110196,75.530539923683,0.4995266006845289,none,2174.3701288530274,3,8.8,59,Gas
public,1826.0,0,omnivore,0.0,0.0,0.0,0.0,"['Paper', 'Glass', 'Metal']",28.0,,2541.0,3,11.7,65,Electric
walk/bicycle,2.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Glass']",19.0,,1749.0,2,12.0,68,Electric
walk/bicycle,93.0,0,omnivore,0.0,0.0,0.0,0.0,['Paper'],31.0,,1461.0,2,12.7,64,Electric
public,1409.0,0,omnivore,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Metal']",49.0,,1726.0,3,10.9,66,Electric
private,2193.0,0,vegan,0.0,0.0,0.0,0.0,['Metal'],37.0,electric,2750.0,3,24.6,44,
walk/bicycle,44.0,0,omnivore,0.0,0.0,0.0,0.0,"['Paper', 'Plastic']",35.0,,2348.0,2,11.5,71,Electric
public,1428.0,0,vegetarian,0.0,0.0,0.0,0.0,['Plastic'],45.0,,1428.0,2,11.0,60,Electric
private,9661.0,0,omnivore,0.0,0.0,0.0,0.0,['Paper'],35.0,lpg,4773.0,4,8.9,57,
walk/bicycle,15.0,0,omnivore,0.0,0.0,0.0,0.0,"['Paper', 'Metal']",29.0,,2075.0,2,11.6,55,Electric
private,9719.0,0,vegetarian,0.0,0.0,0.0,0.0,['Paper'],36.0,diesel,3353.0,4,9.9,49,
private,3498.0,0,omnivore,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Glass']",14.0,diesel,1697.0,2,12.4,71,
public,1099.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Plastic', 'Metal']",43.0,,1767.0,2,12.0,65,Electric
private,5556.0,0,vegan,0.0,0.0,0.0,0.0,['Paper'],47.0,diesel,3114.0,4,11.0,60,
public,104.0,0,omnivore,0.0,0.0,0.0,0.0,"['Paper', 'Glass', 'Metal']",24.0,,1095.0,2,12.0,65,Electric
private,1299.0,0,omnivore,0.0,0.0,0.0,0.0,['Paper'],2.0,electric,3361.0,2,23.6,53,
walk/bicycle,60.0,0,pescatarian,0.0,0.0,0.0,0.0,[],12.0,,2603.0,2,12.4,66,Electric
private,2072.0,0,omnivore,0.0,0.0,0.0,0.0,"['Glass', 'Metal']",3.0,hybrid,2138.0,2,16.1,68,
walk/bicycle,22.897833050753025,2,omnivore,2.4974106815404795,703.0212171028973,93.33061440639246,2615.1412454732013,93.57508398166348,1.7855023907528356,none,2183.538788300682,3,10.9,77,Electric
walk/bicycle,89.0,0,pescatarian,0.0,0.0,0.0,0.0,['Glass'],2.0,,2308.0,2,12.6,43,Electric
private,2336.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Metal']",43.0,petrol,2400.0,3,10.7,51,
private,8713.0,0,vegan,0.0,0.0,0.0,0.0,['Glass'],28.0,diesel,4887.0,4,10.9,50,
public,43.65784547776212,1,omnivore,12.999619366702905,999.1132201978928,134.44955021452273,3982.4834457410134,22.958023437919316,6.984572165183083,petrol,3494.4495060087133,5,8.0,18,Gas
walk/bicycle,25.0,0,omnivore,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Glass', 'Metal']",25.0,,2601.0,2,13.0,42,Electric
walk/bicycle,69.0,0,pescatarian,0.0,0.0,0.0,0.0,[],31.0,,2373.0,2,12.3,63,Electric
private,31.43791065881319,0,omnivore,4.3657797056315495,994.305375047878,186.50226726963007,4507.864405463185,48.130001431494286,7.294852953429976,petrol,3782.0885871581645,5,9.7,40,Gas
private,1786.0,0,vegetarian,0.0,0.0,0.0,0.0,[],18.0,hybrid,2461.0,2,16.0,53,
walk/bicycle,15.353633154269303,4,omnivore,17.024108154406335,503.87247663162043,71.01031492078424,1754.6638692523466,74.84154643007057,9.173027870772101,diesel,2064.214558117148,3,13.7,94,Electric
walk/bicycle,89.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Glass', 'Metal']",27.0,,1671.0,2,11.3,53,Electric
walk/bicycle,3.0,0,vegan,0.0,0.0,0.0,0.0,['Paper'],47.0,,2664.0,3,11.9,58,Electric
walk/bicycle,19.55028290046556,3,omnivore,9.68193601911365,225.2561060485161,37.31388034273768,4726.1886175393975,85.58326831488348,7.22342635411194,none,2434.1740101419978,4,10.7,69,Electric
private,5779.0,0,pescatarian,0.0,0.0,0.0,0.0,['Paper'],45.0,petrol,3023.0,3,9.2,42,
public,21.79305680003872,3,omnivore,3.619923355125385,601.7968765678215,157.54237297599974,3467.414239982417,72.33516585163764,6.330236418281769,petrol,2830.285649874983,4,10.1,61,Gas
walk/bicycle,64.0,0,vegan,0.0,0.0,0.0,0.0,['Paper'],28.0,,1252.0,2,11.1,72,Electric
walk/bicycle,27.0,0,pescatarian,0.0,0.0,0.0,0.0,['Paper'],47.0,,1991.0,3,11.7,58,Electric
private,19.812302400329724,1,omnivore,7.164251794061629,839.4929932059289,102.63483005561514,3653.0741428514666,63.38387615614314,3.681436419165207,diesel,2911.8016413096107,4,11.9,54,Gas
public,1345.0,0,pescatarian,0.0,0.0,0.0,0.0,[],49.0,,2536.0,3,11.2,53,Electric
public,396.0,0,vegetarian,0.0,0.0,0.0,0.0,['Plastic'],3.0,,1303.0,1,11.0,63,Electric
private,1518.0,0,omnivore,0.0,0.0,0.0,0.0,"['Plastic', 'Metal']",28.0,electric,2458.0,3,21.7,60,
public,360.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Plastic', 'Glass', 'Metal']",42.0,,1289.0,2,11.4,50,Electric
private,2165.0,0,omnivore,0.0,0.0,0.0,0.0,['Glass'],21.0,petrol,2572.0,2,12.0,45,
private,18.636666320304133,3,omnivore,8.385838272634341,395.0250303359493,74.22132277931868,3551.1165370198355,31.042995350498426,6.112199671046415,diesel,2404.5105494440472,3,12.3,41,Gas
public,4.866571544542397,3,omnivore,3.603279375309363,557.8862827839215,171.6586901854305,648.8490773652418,45.32999397330004,9.38986030032989,hybrid,1883.307995926235,3,18.4,52,Gas
private,1122.0,0,vegan,0.0,0.0,0.0,0.0,['Plastic'],10.0,diesel,1302.0,2,13.9,59,
private,28.74435218204435,0,omnivore,10.896388171124915,811.3305065308849,101.45930790360154,2008.0412381744993,86.63795301618032,4.3775779616950174,hybrid,2368.17209162252,3,13.8,69,Gas
private,1.0723380610339728,1,vegetarian,3.5721153793994453,334.1204292086835,94.37995369686966,907.0172697328892,76.88867723508777,2.7414298541086044,petrol,1172.6230979987868,2,12.3,63,Gas
walk/bicycle,40.0,0,omnivore,0.0,0.0,0.0,0.0,['Paper'],37.0,,1960.0,2,11.0,65,Electric
private,25.32070712086926,1,vegetarian,11.327512271286608,109.60424530277476,112.9588563655312,1071.3839614043131,21.004983044014292,6.084745662623844,none,1143.5112737741026,3,10.4,44,Gas
walk/bicycle,28.162681560527524,2,omnivore,7.433177007937671,896.0471997194021,23.29096605109782,4550.704731403921,82.10339817385676,4.208567987304496,hybrid,2814.903906364149,4,15.7,58,Electric
public,898.0,0,vegan,0.0,0.0,0.0,0.0,"['Paper', 'Glass', 'Metal']",37.0,,2837.0,3,11.2,57,Electric
public,910.0,0,vegetarian,0.0,0.0,0.0,0.0,['Glass'],41.0,,3184.0,3,11.2,69,Electric
public,787.0,0,omnivore,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Metal']",42.0,,1745.0,2,12.3,59,Electric
walk/bicycle,74.0,0,omnivore,0.0,0.0,0.0,0.0,"['Paper', 'Glass', 'Metal']",25.0,,1422.0,2,12.4,74,Electric
private,26.32831771877539,4,omnivore,9.7987448598967,644.1392589383432,196.60021484616425,4404.21220253607,66.23139937349517,8.166828331897834,none,3587.286863902683,5,10.4,42,Gas
private,6452.0,0,omnivore,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Metal']",27.0,petrol,4814.0,4,10.1,37,
private,5308.0,0,vegetarian,0.0,0.0,0.0,0.0,['Plastic'],18.0,hybrid,2297.0,3,15.0,51,
walk/bicycle,56.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Paper', 'Glass']",35.0,,1062.0,2,12.0,64,Electric
private,1308.0,0,omnivore,0.0,0.0,0.0,0.0,"['Paper', 'Glass', 'Metal']",31.0,electric,1737.0,2,22.2,72,
private,42.63069666467627,1,vegan,6.913098524920899,537.0341603239153,77.56982085687154,2474.9181798010354,18.235688940417294,9.393431970418627,diesel,2007.969075424132,4,10.9,32,Gas
walk/bicycle,12.0,0,vegetarian,0.0,0.0,0.0,0.0,['Metal'],20.0,,1216.0,2,11.6,52,Electric
walk/bicycle,77.0,0,omnivore,0.0,0.0,0.0,0.0,"['Paper', 'Glass', 'Metal']",43.0,,1380.0,2,11.9,72,Electric
walk/bicycle,21.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Plastic', 'Glass', 'Metal']",43.0,,3413.0,3,11.9,60,Electric
walk/bicycle,19.117423378537566,1,omnivore,2.3123432550608536,843.5403819619803,18.705512262871892,4187.862080299665,49.75911292384786,6.613218005888072,none,2475.83961904676,4,10.6,55,Electric
private,31.871489420367332,2,vegetarian,0.3116236371810577,627.0657040727692,11.233307043586095,1975.711114061535,37.8256054092705,7.85837982500078,none,1429.978089033652,3,10.3,55,Gas
private,29.544441370953862,2,omnivore,9.110457719220884,444.3506857900418,164.27604115272328,1145.4782847891029,57.91759177170896,3.869401251715616,diesel,2105.123176863601,3,12.1,58,Gas
private,596.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Metal']",40.0,lpg,1295.0,2,12.4,56,
public,895.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Plastic', 'Metal']",24.0,,1997.0,2,13.0,61,Electric
private,6921.0,0,vegan,0.0,0.0,0.0,0.0,"['Plastic', 'Glass']",3.0,petrol,3250.0,3,9.4,63,
public,1529.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Glass', 'Metal']",9.0,,630.0,1,12.7,67,Electric
walk/bicycle,1.1830428059441567,8,omnivore,19.125013841047792,935.9968127095532,34.40537052219064,847.2572962390722,9.15709373846928,9.658781101199258,petrol,2101.5372934931092,3,11.8,26,Electric
public,44.308842085737254,2,vegetarian,5.38090047649642,209.50794493342227,58.750704183038,4963.688636021139,78.39793883112262,8.285645483384862,petrol,2387.0047345190615,4,8.2,58,Electric
private,8.588283643884115,3,omnivore,10.50134210714887,617.0187438139874,191.03452861394607,2349.8211129178617,25.325713899322043,8.866122929968993,petrol,2848.2310295584716,4,10.9,29,Gas
private,4045.0,0,omnivore,0.0,0.0,0.0,0.0,"['Paper', 'Glass', 'Metal']",36.0,hybrid,3166.0,3,15.3,63,
public,1894.0,0,omnivore,0.0,0.0,0.0,0.0,[],33.0,,3404.0,3,10.8,48,Electric
private,9.017505241784402,0,vegan,1.270697213937102,672.5365473759987,144.94908251730948,3581.6513071104687,86.81821703644404,8.409570534445484,none,2683.0581608354464,4,11.3,75,Gas
public,851.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Metal']",46.0,,1919.0,3,11.3,58,Electric
public,3.904110484902218,2,omnivore,5.091869248623975,204.79425438106307,72.45638771081634,3359.8476808134283,29.598016805785687,9.15773011600038,none,2003.962425121167,3,12.7,40,Electric
private,6119.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Glass', 'Metal']",25.0,diesel,2537.0,3,11.0,64,
private,2076.0,0,omnivore,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Glass', 'Metal']",20.0,hybrid,2967.0,3,16.7,63,
walk/bicycle,46.0,0,omnivore,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Glass']",45.0,,1692.0,2,12.4,71,Electric
public,39.1079243707323,0,omnivore,19.63225039744087,993.3874662318766,85.84383701767466,2741.1203633958044,8.022619223546911,0.8163718834691636,diesel,2912.468522583625,4,12.5,13,Electric
public,1055.0,0,vegan,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Glass', 'Metal']",34.0,,1568.0,2,11.8,67,Electric
private,39.72513579001905,6,omnivore,1.7240167326371414,616.6498759000126,74.97747828200643,4682.834843393741,73.96335887807072,0.8816642627588867,petrol,2958.4974381207403,4,9.4,61,Gas
private,12.635715683187282,3,vegetarian,17.347827498813245,278.91731286161394,155.00486878994414,2500.183342541971,45.79729587637181,4.824387752605532,petrol,2109.605733080891,3,11.6,48,Gas
private,9332.0,0,omnivore,0.0,0.0,0.0,0.0,['Paper'],38.0,lpg,4811.0,4,8.4,57,
walk/bicycle,24.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Glass']",20.0,,1913.0,2,11.6,59,Electric
walk/bicycle,8.352757704567782,1,omnivore,7.412190374862934,507.52905469798077,106.13716637055101,1202.5733976375295,47.795774724731764,3.8109057892135203,petrol,1705.241649244981,2,10.2,43,Electric
private,8524.0,0,pescatarian,0.0,0.0,0.0,0.0,['Glass'],35.0,hybrid,4931.0,4,13.4,44,
walk/bicycle,12.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Plastic', 'Glass']",5.0,,764.0,1,12.2,68,Electric
walk/bicycle,47.68501705094645,2,omnivore,17.90805874122246,580.1601205963058,194.27430646328568,925.2892404857685,90.17397336054324,2.1975720530983778,none,2428.177257931742,4,9.4,98,Gas
public,562.0,0,vegan,0.0,0.0,0.0,0.0,"['Paper', 'Metal']",48.0,,1706.0,3,11.4,63,Electric
walk/bicycle,46.0,0,omnivore,0.0,0.0,0.0,0.0,['Metal'],38.0,,3017.0,3,11.2,58,Electric
private,3892.0,0,pescatarian,0.0,0.0,0.0,0.0,['Glass'],48.0,hybrid,3475.0,4,15.8,50,
private,2157.0,0,vegan,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Glass', 'Metal']",47.0,diesel,2588.0,3,13.2,62,
walk/bicycle,67.0,0,vegan,0.0,0.0,0.0,0.0,"['Plastic', 'Glass', 'Metal']",47.0,,1223.0,2,12.2,51,Electric
private,2899.0,0,omnivore,0.0,0.0,0.0,0.0,"['Paper', 'Glass', 'Metal']",33.0,petrol,4367.0,3,11.2,45,
walk/bicycle,13.0,0,vegan,0.0,0.0,0.0,0.0,"['Paper', 'Glass', 'Metal']",45.0,,2372.0,3,11.9,67,Electric
public,1632.0,0,omnivore,0.0,0.0,0.0,0.0,['Metal'],23.0,,1742.0,2,11.8,69,Electric
public,46.0081684462688,0,omnivore,12.024147011207209,241.44918268595066,191.03305330600438,4039.7996395164123,2.830889198469533,9.445205752042737,petrol,3089.910987205582,5,9.2,13,Gas
walk/bicycle,47.86606186602727,2,vegan,9.953339543540828,913.2404183166806,86.87488573248905,2071.969021693792,17.681581256739452,7.1767532664627876,hybrid,2113.4121782040957,4,13.7,26,Electric
public,22.548589352239368,3,omnivore,1.3288290859691632,362.3441326784299,143.6554798286429,989.9313329692137,0.2739051016334426,6.526242560454034,petrol,1615.3925916065807,3,10.4,24,Gas
private,47.44226817972546,2,vegetarian,17.518535404511567,818.62657926773,110.43372112853976,4697.450378328739,72.802788866711,7.723633457099243,petrol,3276.250842316017,5,8.5,70,Gas
private,38.166356645173074,1,omnivore,3.408645987828063,953.6632994799533,47.03105075335836,4974.533387483376,28.485655835413937,7.368271750623058,electric,3075.706790838174,5,19.2,20,Gas
public,34.44498093678731,0,vegetarian,15.466320362286517,249.7453258400911,153.0122650831189,4739.496205241098,12.027933040667671,7.367470198827933,diesel,2795.441152424635,4,10.8,25,Gas
public,893.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Paper', 'Metal']",4.0,,2439.0,2,11.9,57,Electric
private,40.49802045032717,2,vegan,11.6505778166262,609.7353649942177,97.62432941901515,1699.6532275613147,89.38011654440602,7.760860091580972,hybrid,1842.197081633491,4,13.7,71,Gas
private,1580.0,0,pescatarian,0.0,0.0,0.0,0.0,['Glass'],19.0,electric,1543.0,2,23.9,50,
private,39.95987243600816,0,omnivore,17.620574030811994,260.3122317399615,150.9472923891821,2667.220020163981,39.134201322421504,1.624055591585093,petrol,2636.1514369914544,4,8.4,45,Gas
walk/bicycle,19.0,0,omnivore,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Glass']",7.0,,1161.0,1,12.0,72,Electric
private,6180.0,0,vegan,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Glass']",49.0,hybrid,3958.0,4,15.5,50,
walk/bicycle,62.0,0,vegan,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Metal']",20.0,,2218.0,2,13.0,48,Electric
private,3938.0,0,pescatarian,0.0,0.0,0.0,0.0,['Glass'],33.0,electric,1602.0,3,23.8,57,
public,40.0,0,omnivore,0.0,0.0,0.0,0.0,"['Paper', 'Glass', 'Metal']",18.0,,1530.0,2,11.9,57,Electric
walk/bicycle,69.0,0,vegan,0.0,0.0,0.0,0.0,"['Paper', 'Plastic']",36.0,,1633.0,2,11.4,55,Electric
public,1962.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Paper', 'Metal']",28.0,,1840.0,2,10.8,68,Electric
walk/bicycle,53.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Paper', 'Glass', 'Metal']",50.0,,1242.0,2,11.6,78,Electric
private,40.79690708597967,0,omnivore,16.453024934736266,866.0806430687394,148.01085299099122,1405.3680791404686,13.096623963528597,4.5250698668502345,petrol,2728.1209581290327,4,9.5,20,Gas
private,44.32606154422309,3,vegan,11.536169723558434,361.0624311003402,26.543792719806202,4405.404145607154,23.24647233954238,3.3443669442586166,petrol,2287.89787093227,4,9.7,31,Gas
private,8961.0,0,vegan,0.0,0.0,0.0,0.0,['Metal'],35.0,hybrid,3669.0,4,13.1,53,
public,92.0,0,vegetarian,0.0,0.0,0.0,0.0,['Paper'],16.0,,2341.0,2,11.7,55,Electric
private,7.407365124069665,1,vegan,8.090660352433229,153.92782873821022,135.49764143430528,2197.6551381733384,91.3182049845153,6.51668779131442,petrol,1719.1409788948195,3,10.8,77,Gas
walk/bicycle,25.0,0,omnivore,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Metal']",20.0,,1628.0,2,10.9,70,Electric
walk/bicycle,24.0,0,vegan,0.0,0.0,0.0,0.0,[],3.0,,1813.0,2,12.0,72,Electric
private,48.17505198669733,5,omnivore,2.3661194122716944,592.4592524785587,10.882966725116239,2523.3077264500416,76.53099118756333,6.090195432863724,hybrid,1795.4795047276464,4,14.1,67,Gas
walk/bicycle,21.0,0,pescatarian,0.0,0.0,0.0,0.0,['Glass'],15.0,,1148.0,2,10.4,70,Electric
walk/bicycle,38.0,0,omnivore,0.0,0.0,0.0,0.0,['Glass'],22.0,,1425.0,2,12.1,50,Electric
walk/bicycle,5.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Plastic', 'Glass', 'Metal']",35.0,,2776.0,3,12.6,61,Electric
public,1328.0,0,omnivore,0.0,0.0,0.0,0.0,"['Paper', 'Glass']",38.0,,1638.0,2,11.9,50,Electric
public,70.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Paper', 'Glass']",26.0,,1481.0,2,11.8,44,Electric
public,1862.0,0,vegan,0.0,0.0,0.0,0.0,"['Plastic', 'Metal']",14.0,,2198.0,2,11.5,48,Electric
walk/bicycle,1.0,0,omnivore,0.0,0.0,0.0,0.0,['Glass'],11.0,,1302.0,2,11.2,59,Electric
private,29.968454556891693,2,omnivore,14.648199185183861,801.1892296308816,166.48890460468886,4991.054913696846,4.183060815830353,8.65091639092781,petrol,3999.9166825390857,5,9.8,5,Gas
private,2864.0,0,vegan,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Glass']",47.0,lpg,3745.0,3,10.3,45,
public,6.407742073356543,1,omnivore,2.1212463146310157,574.0352222459815,76.6372475820016,2270.454896312835,67.75229410733554,6.239959634082297,petrol,1859.966431832012,3,11.1,73,Electric
walk/bicycle,10.0,0,omnivore,0.0,0.0,0.0,0.0,"['Plastic', 'Glass']",9.0,,1615.0,2,11.0,71,Electric
public,1133.0,0,omnivore,0.0,0.0,0.0,0.0,"['Plastic', 'Glass', 'Metal']",36.0,,1428.0,2,12.2,52,Electric
public,4.351917925249216,1,omnivore,9.00624534368616,783.157155257376,65.77864339731356,4728.025776006732,14.914921855494978,4.670337701476244,diesel,3031.7487693585526,4,13.7,15,Electric
private,3964.0,0,omnivore,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Metal']",7.0,diesel,2002.0,2,13.0,79,
walk/bicycle,72.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Paper', 'Metal']",39.0,,2939.0,3,11.1,45,Electric
public,9.368015074856828,3,omnivore,16.347499784283144,894.5451608149679,172.75088210288297,3469.393667924057,23.719702245024756,4.2561178105575115,hybrid,3500.76358032256,4,17.5,23,Gas
public,194.0,0,vegan,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Glass', 'Metal']",9.0,,764.0,1,12.0,62,Electric
private,8.2243377692661,2,omnivore,17.54478366436831,108.71188426414862,28.325633958168407,1245.7653541334153,58.155048863097626,8.24464138809745,none,1262.147520274391,3,11.7,48,Gas
private,9031.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Plastic', 'Glass']",11.0,diesel,3174.0,3,10.3,55,
walk/bicycle,26.0,0,omnivore,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Metal']",31.0,,2990.0,3,11.3,47,Electric
public,5.5550691890033645,3,omnivore,6.990603440354677,156.7504499765441,146.46530884247474,3508.4914494890522,65.41610234519828,3.17305331967098,petrol,2434.0799658741066,3,10.8,70,Gas
private,21.105867721020548,0,omnivore,15.957258961823422,482.3644703220163,165.564997786952,1115.8887014419606,28.837026179053616,2.6443528205921663,petrol,2259.061273110701,3,10.5,40,Gas
walk/bicycle,41.0,0,vegan,0.0,0.0,0.0,0.0,['Plastic'],46.0,,3037.0,3,12.3,60,Electric
walk/bicycle,60.0,0,vegan,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Glass']",19.0,,1021.0,2,11.7,56,Electric
public,1667.0,0,vegan,0.0,0.0,0.0,0.0,['Plastic'],44.0,,2821.0,3,11.1,67,Electric
public,1705.0,0,omnivore,0.0,0.0,0.0,0.0,"['Paper', 'Glass', 'Metal']",48.0,,1698.0,3,12.4,67,Electric
walk/bicycle,15.891607942887703,3,omnivore,3.4701649366316523,392.08078822489546,102.5169731938113,3430.3603443242237,4.5617521296475445,6.076565574929546,none,2310.5915216561025,3,9.9,17,Electric
private,9219.0,0,vegan,0.0,0.0,0.0,0.0,['Plastic'],18.0,electric,893.0,2,16.8,67,
public,571.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Plastic', 'Metal']",45.0,,2005.0,3,11.8,62,Electric
private,29.621740620994046,2,omnivore,3.745638909341771,785.4950614274757,72.40650760031046,1550.6908350633728,61.10979011072026,1.0380042484263041,none,1802.969257003897,3,10.3,76,Gas
private,40.92044433046347,1,omnivore,1.1739419019295338,253.5302431803168,53.817886845766424,2798.695469985369,67.60903341137058,6.738734192326837,petrol,1770.9645360130514,3,8.5,69,Gas
walk/bicycle,71.0,0,vegan,0.0,0.0,0.0,0.0,['Paper'],38.0,,2031.0,2,11.9,56,Electric
walk/bicycle,51.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Paper', 'Glass']",28.0,,2730.0,2,12.2,39,Electric
